,Name,Year,Age,Team,Position,Games,Games Started,Minutes Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percent,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percent,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percent,Effective Field Goal Percent,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percent,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game
125,Jason Smith,2019,32,TOT,C-PF,15,1,10.2,1.2,3.0,.400,0.4,0.9,.429,0.8,2.1,.387,.467,0.7,0.8,.833,0.9,2.1,0.8,0.1,0.5,0.7,1.5,3.5
126,Thon Maker,2017,19,MIL,C,57,34,9.9,1.5,3.2,.459,0.5,1.3,.378,1.0,1.9,.514,.536,0.6,0.9,.653,0.7,1.3,0.4,0.2,0.5,0.3,1.5,4.0
127,Thon Maker,2018,20,MIL,C,74,12,16.7,1.8,4.3,.411,0.4,1.4,.298,1.3,2.9,.467,.460,0.9,1.3,.699,1.0,2.0,0.6,0.5,0.7,0.6,2.2,4.8
128,Thon Maker,2019,21,MIL,C,31,0,12.3,1.8,4.2,.442,0.8,2.5,.333,1.0,1.6,.608,.543,0.6,1.2,.541,0.5,2.3,0.5,0.3,0.6,0.3,1.7,5.2
129,Malcolm Brogdon,2017,24,MIL,SG,75,28,26.4,3.9,8.5,.457,1.0,2.6,.404,2.8,5.9,.480,.518,1.5,1.7,.865,0.6,2.2,4.2,1.1,0.2,1.5,1.9,10.2
130,Malcolm Brogdon,2018,25,MIL,PG,48,20,29.9,5.1,10.5,.485,1.3,3.4,.385,3.8,7.1,.532,.547,1.6,1.8,.882,0.5,2.8,3.2,0.9,0.3,1.4,2.7,13.0
131,Malcolm Brogdon,2019,26,MIL,SG,37,37,29.6,6.0,11.5,.521,1.6,3.8,.429,4.4,7.7,.566,.592,2.1,2.1,.987,1.0,3.6,3.4,0.6,0.2,1.7,1.6,15.7
132,D.J. Wilson,2018,21,MIL,PF,22,0,3.2,0.4,0.7,.563,0.1,0.2,.400,0.3,0.5,.636,.625,0.0,0.1,.500,0.1,0.4,0.1,0.1,0.0,0.2,0.3,1.0
133,D.J. Wilson,2019,22,MIL,PF,12,0,17.7,2.2,4.6,.473,0.9,1.9,.478,1.3,2.7,.469,.573,0.7,1.3,.533,1.1,4.1,0.9,0.4,0.4,0.3,1.9,5.9
134,George Hill,2009,22,SAS,PG,77,7,16.5,1.9,4.8,.403,0.3,0.9,.329,1.6,3.9,.421,.435,1.5,1.9,.781,0.4,1.7,1.8,0.6,0.3,1.0,1.9,5.7
135,George Hill,2010,23,SAS,PG,78,43,29.2,4.5,9.5,.478,1.0,2.4,.399,3.6,7.1,.505,.529,2.3,3.0,.772,0.5,2.1,2.9,0.9,0.3,1.3,2.8,12.4
136,George Hill,2011,24,SAS,PG,76,5,28.3,3.8,8.3,.453,1.0,2.7,.377,2.8,5.6,.490,.514,3.1,3.6,.863,0.3,2.3,2.5,0.9,0.3,1.3,2.0,11.6
137,George Hill,2012,25,IND,PG,50,9,25.5,3.4,7.6,.442,1.1,2.9,.367,2.3,4.7,.489,.513,1.8,2.3,.778,0.6,2.4,2.9,0.8,0.3,1.0,2.0,9.6
138,George Hill,2013,26,IND,PG,76,76,34.5,5.1,11.5,.443,1.7,4.6,.368,3.4,6.8,.494,.518,2.3,2.8,.817,0.6,3.1,4.7,1.1,0.3,1.5,1.8,14.2
139,George Hill,2014,27,IND,PG,76,76,32.0,3.6,8.1,.442,1.3,3.4,.365,2.3,4.7,.497,.519,1.9,2.3,.807,0.7,3.0,3.5,1.0,0.3,1.2,2.1,10.3
140,George Hill,2015,28,IND,PG,43,36,29.5,5.9,12.4,.477,1.6,4.5,.358,4.3,8.0,.544,.541,2.6,3.3,.790,0.6,3.6,5.1,1.0,0.3,1.6,2.6,16.1
141,George Hill,2016,29,IND,PG,74,73,34.1,4.4,10.0,.441,1.7,4.2,.408,2.7,5.7,.466,.528,1.5,2.0,.760,0.8,3.2,3.5,1.1,0.2,1.4,2.0,12.1
142,George Hill,2017,30,UTA,PG,49,49,31.5,5.9,12.4,.477,1.9,4.8,.403,4.0,7.6,.523,.554,3.2,4.0,.801,0.5,2.9,4.2,1.0,0.2,1.7,2.3,16.9
143,George Hill,2018,31,TOT,PG,67,60,27.0,3.5,7.7,.460,1.3,3.1,.415,2.3,4.6,.490,.543,1.6,2.1,.786,0.6,2.1,2.8,0.9,0.4,1.3,1.9,10.0
144,George Hill,2019,32,TOT,PG,28,13,23.9,3.1,6.5,.473,0.8,2.3,.349,2.3,4.3,.538,.533,1.2,1.6,.773,0.8,1.5,2.5,0.9,0.1,0.9,2.2,8.1
145,Sterling Brown,2018,22,MIL,SG,54,4,14.4,1.5,3.8,.400,0.6,1.7,.352,0.9,2.1,.439,.478,0.4,0.4,.875,0.5,2.1,0.5,0.6,0.2,0.5,1.5,4.0
146,Sterling Brown,2019,23,MIL,SG,30,0,14.5,2.0,4.5,.452,0.8,2.3,.348,1.2,2.2,.561,.541,0.3,0.3,.800,0.5,2.4,1.1,0.3,0.1,0.4,1.4,5.1
147,Tony Snell,2014,22,CHI,SG,77,12,16.0,1.7,4.4,.384,0.7,2.3,.320,0.9,2.1,.456,.469,0.4,0.5,.756,0.2,1.4,0.9,0.4,0.2,0.6,1.1,4.5
148,Tony Snell,2015,23,CHI,SF,72,22,19.6,2.2,5.2,.429,1.0,2.7,.371,1.2,2.4,.494,.527,0.6,0.8,.800,0.4,2.0,0.9,0.4,0.2,0.7,1.2,6.0
149,Tony Snell,2016,24,CHI,SF,64,33,20.3,2.0,5.3,.372,0.9,2.4,.361,1.1,2.9,.380,.454,0.5,0.5,.909,0.3,2.8,1.0,0.3,0.3,0.8,1.6,5.3
150,Tony Snell,2017,25,MIL,SG,80,80,29.2,3.1,6.8,.455,1.8,4.4,.406,1.3,2.3,.548,.588,0.6,0.7,.810,0.3,2.8,1.2,0.7,0.2,0.7,1.6,8.5
151,Tony Snell,2018,26,MIL,SG,75,59,27.4,2.5,5.7,.435,1.4,3.6,.403,1.0,2.1,.490,.562,0.5,0.6,.792,0.1,1.8,1.3,0.6,0.4,0.5,1.5,6.9
152,Tony Snell,2019,27,MIL,SG,40,4,17.4,2.3,5.0,.457,1.2,3.0,.388,1.1,2.0,.564,.575,0.7,0.8,.900,0.4,1.7,0.8,0.4,0.2,0.4,1.2,6.4
153,Donte DiVincenzo,2019,22,MIL,SG,23,0,15.6,1.8,4.7,.393,0.7,3.0,.246,1.1,1.7,.658,.472,0.4,0.5,.818,0.6,1.9,1.2,0.5,0.3,0.8,1.5,4.8
154,Ersan Ilyasova,2009,19,MIL,PF,66,14,14.7,2.1,5.5,.383,0.8,2.2,.365,1.3,3.3,.395,.457,1.1,1.3,.787,0.9,2.0,0.7,0.4,0.3,0.8,2.2,6.1
155,Ersan Ilyasova,2010,22,MIL,PF,81,31,23.4,4.0,9.0,.443,1.0,3.0,.336,3.0,6.0,.496,.499,1.4,2.0,.715,1.9,4.4,1.0,0.7,0.3,0.9,3.1,10.4
156,Ersan Ilyasova,2011,23,MIL,PF,60,34,25.1,3.7,8.5,.436,0.6,2.0,.298,3.1,6.4,.479,.471,1.6,1.7,.894,1.8,4.3,0.9,0.9,0.4,1.1,2.7,9.5
157,Ersan Ilyasova,2012,24,MIL,PF,60,41,27.6,4.9,10.0,.492,0.9,1.9,.455,4.1,8.1,.501,.535,2.4,3.1,.781,3.3,5.6,1.2,0.7,0.7,1.3,2.2,13.0
158,Ersan Ilyasova,2013,25,MIL,PF,73,54,27.6,5.1,11.0,.462,1.3,2.9,.444,3.8,8.1,.469,.521,1.7,2.2,.796,2.1,5.0,1.6,0.9,0.5,1.0,2.5,13.2
159,Ersan Ilyasova,2014,26,MIL,PF,55,47,26.9,4.3,10.5,.409,0.7,2.4,.282,3.6,8.1,.446,.441,1.9,2.4,.823,1.9,4.3,1.3,0.8,0.1,1.1,2.5,11.2
160,Ersan Ilyasova,2015,27,MIL,PF,58,36,22.7,4.5,9.6,.472,1.3,3.3,.389,3.3,6.3,.515,.539,1.2,1.8,.645,1.4,3.4,1.0,0.6,0.3,0.8,2.6,11.5
161,Ersan Ilyasova,2016,28,TOT,PF,74,56,25.4,3.8,8.9,.424,1.3,3.5,.371,2.5,5.4,.458,.496,1.5,2.1,.721,1.9,3.5,0.9,0.7,0.4,1.0,2.3,10.4
162,Ersan Ilyasova,2017,29,TOT,PF,82,52,26.1,4.7,10.9,.431,1.7,4.9,.353,3.0,6.0,.496,.511,2.0,2.5,.778,1.4,4.5,1.7,0.7,0.3,1.4,2.6,13.1
163,Ersan Ilyasova,2018,30,TOT,PF,69,43,25.1,4.0,8.9,.452,1.3,3.7,.360,2.7,5.2,.517,.526,1.5,2.0,.778,1.7,4.2,1.3,0.9,0.4,1.0,2.3,10.9
164,Ersan Ilyasova,2019,31,MIL,PF,28,2,19.2,2.8,6.3,.438,0.9,2.5,.371,1.8,3.8,.481,.511,1.0,1.1,.875,1.6,3.8,1.1,0.6,0.3,1.0,2.8,7.4
165,Brook Lopez,2009,20,NJN,C,82,75,30.5,5.5,10.3,.531,0.0,0.0,.000,5.5,10.3,.532,.531,2.1,2.6,.793,2.7,5.4,1.0,0.5,1.8,1.8,3.1,13.0
166,Brook Lopez,2010,21,NJN,C,82,82,36.9,6.9,13.8,.499,0.0,0.0,.000,6.9,13.7,.500,.499,5.1,6.2,.817,3.3,5.4,2.3,0.7,1.7,2.5,3.1,18.8
167,Brook Lopez,2011,22,NJN,C,82,82,35.2,7.9,16.0,.492,0.0,0.0,.000,7.9,16.0,.492,.492,4.7,6.0,.787,2.4,3.5,1.6,0.6,1.5,2.1,2.9,20.4
168,Brook Lopez,2012,23,NJN,C,5,5,27.2,7.6,15.4,.494,0.0,0.0,,7.6,15.4,.494,.494,4.0,6.4,.625,1.6,2.0,1.2,0.2,0.8,1.2,1.6,19.2
169,Brook Lopez,2013,24,BRK,C,74,74,30.4,7.7,14.8,.521,0.0,0.0,.000,7.7,14.8,.522,.521,4.0,5.3,.758,2.8,4.1,0.9,0.4,2.1,1.8,2.1,19.4
170,Brook Lopez,2014,25,BRK,C,17,17,31.4,7.6,13.5,.563,0.0,0.1,.000,7.6,13.4,.566,.563,5.5,6.8,.817,2.3,3.7,0.9,0.5,1.8,1.6,3.1,20.7
171,Brook Lopez,2015,26,BRK,C,72,44,29.2,7.0,13.7,.513,0.0,0.1,.100,7.0,13.6,.517,.513,3.1,3.8,.814,3.0,4.5,0.7,0.6,1.8,1.4,2.9,17.2
172,Brook Lopez,2016,27,BRK,C,73,73,33.7,8.1,15.8,.511,0.0,0.2,.143,8.1,15.7,.515,.512,4.3,5.5,.787,2.8,5.1,2.0,0.8,1.7,2.4,2.9,20.6
173,Brook Lopez,2017,28,BRK,C,75,75,29.6,7.4,15.6,.474,1.8,5.2,.346,5.6,10.5,.536,.531,3.9,4.9,.810,1.6,3.8,2.3,0.5,1.7,2.5,2.6,20.5
174,Brook Lopez,2018,29,LAL,C,74,72,23.4,5.0,10.7,.465,1.5,4.4,.345,3.5,6.3,.549,.536,1.5,2.1,.703,1.0,3.0,1.7,0.4,1.3,1.3,2.6,13.0
175,Brook Lopez,2019,30,MIL,C,40,40,27.7,4.3,9.8,.434,2.6,6.8,.374,1.7,3.0,.571,.564,1.2,1.5,.810,0.4,3.6,1.0,0.5,1.9,1.0,2.1,12.2
176,Jaylen Morris,2018,22,ATL,SG,6,0,16.3,2.2,5.3,.406,0.3,1.7,.200,1.8,3.7,.500,.438,0.0,0.0,,0.3,2.3,1.2,0.3,0.2,1.0,0.3,4.7
177,Jaylen Morris,2019,23,MIL,SG,4,0,7.3,1.0,2.5,.400,0.3,0.8,.333,0.8,1.8,.429,.450,0.3,0.5,.500,0.0,1.3,1.0,0.5,0.0,0.3,0.3,2.5
178,Pat Connaughton,2016,23,POR,SG,34,0,4.2,0.4,1.4,.265,0.1,0.6,.238,0.2,0.8,.286,.316,0.1,0.1,1.000,0.3,0.6,0.3,0.1,0.0,0.3,0.2,1.1
179,Pat Connaughton,2017,24,POR,SG,39,1,8.1,0.9,1.8,.514,0.4,0.8,.515,0.5,1.0,.513,.632,0.2,0.2,.778,0.3,1.1,0.7,0.2,0.1,0.4,0.6,2.5
180,Pat Connaughton,2018,25,POR,SG,82,5,18.1,2.0,4.8,.423,0.9,2.6,.352,1.1,2.2,.506,.518,0.5,0.5,.841,0.4,1.5,1.1,0.3,0.3,0.5,1.5,5.4
181,Pat Connaughton,2019,26,MIL,SG,26,1,18.7,2.3,5.7,.409,1.0,3.4,.281,1.4,2.3,.600,.493,0.5,0.8,.700,0.9,2.9,2.1,0.5,0.6,0.4,1.2,6.2
182,Christian Wood,2017,20,PHI,PF,17,0,8.5,1.3,3.1,.415,0.2,0.6,.364,1.1,2.5,.429,.453,0.8,1.2,.619,0.8,1.5,0.2,0.3,0.4,0.1,0.6,3.6
183,Christian Wood,2018,21,CHO,PF,13,0,8.2,0.9,1.8,.522,0.0,0.4,.000,0.9,1.4,.667,.522,0.8,1.2,.733,1.1,1.2,0.2,0.2,0.5,0.5,0.8,2.7
184,Christian Wood,2019,23,MIL,PF,6,0,6.2,1.5,2.8,.529,0.3,0.7,.500,1.2,2.2,.538,.588,0.8,1.0,.833,0.7,2.0,0.3,0.0,0.0,0.3,0.3,4.2
185,Victor Oladipo,2014,21,ORL,PG,80,44,31.1,4.9,11.7,.419,0.9,2.8,.327,4.0,8.9,.448,.458,3.1,4.0,.780,0.5,3.6,4.1,1.6,0.5,3.2,2.6,13.8
186,Victor Oladipo,2015,22,ORL,SG,72,71,35.7,6.6,15.1,.436,1.2,3.4,.339,5.4,11.6,.464,.474,3.6,4.4,.819,0.7,3.5,4.1,1.7,0.3,2.8,2.6,17.9
187,Victor Oladipo,2016,23,ORL,SG,72,52,33.0,5.9,13.5,.438,1.4,3.9,.348,4.5,9.6,.475,.489,2.8,3.4,.830,0.7,4.1,3.9,1.6,0.8,2.1,2.4,16.0
188,Victor Oladipo,2017,24,OKC,SG,67,67,33.2,6.1,13.9,.442,1.9,5.3,.361,4.3,8.7,.491,.510,1.7,2.3,.753,0.6,3.8,2.6,1.2,0.3,1.8,2.3,15.9
189,Victor Oladipo,2018,25,IND,SG,75,75,34.0,8.5,17.9,.477,2.1,5.8,.371,6.4,12.1,.528,.537,3.9,4.9,.799,0.6,4.6,4.3,2.4,0.8,2.9,2.3,23.1
190,Victor Oladipo,2019,26,IND,SG,30,30,32.7,7.3,16.8,.434,2.1,6.3,.340,5.2,10.6,.489,.497,3.1,4.3,.729,0.5,5.4,5.1,1.7,0.4,2.3,2.0,19.9
191,Myles Turner,2016,19,IND,C,60,30,22.8,4.4,8.8,.498,0.1,0.2,.214,4.4,8.6,.506,.501,1.5,2.0,.727,1.1,4.4,0.7,0.4,1.4,1.1,2.6,10.3
192,Myles Turner,2017,20,IND,C,81,81,31.4,5.5,10.7,.511,0.5,1.4,.348,5.0,9.3,.536,.534,3.0,3.7,.809,1.7,5.6,1.3,0.9,2.1,1.3,3.2,14.5
193,Myles Turner,2018,21,IND,C,65,62,28.2,4.7,9.8,.479,0.9,2.4,.357,3.8,7.4,.519,.523,2.5,3.2,.777,1.4,5.0,1.3,0.6,1.8,1.5,2.9,12.7
194,Myles Turner,2019,22,IND,C,37,37,27.9,5.3,10.5,.509,0.7,1.9,.391,4.6,8.6,.535,.544,1.5,2.2,.695,1.4,5.6,1.8,0.4,2.8,1.6,2.7,12.9
195,Thaddeus Young,2008,19,PHI,PF,74,22,21.0,3.6,6.6,.539,0.1,0.3,.316,3.5,6.4,.548,.545,1.0,1.4,.738,1.6,2.6,0.8,1.0,0.1,0.9,1.7,8.2
196,Thaddeus Young,2009,20,PHI,PF,75,71,34.4,6.3,12.8,.495,0.7,2.2,.341,5.6,10.6,.526,.524,1.9,2.5,.735,1.9,3.2,1.1,1.3,0.3,1.6,2.2,15.3
197,Thaddeus Young,2010,21,PHI,PF,67,45,32.0,5.7,12.1,.470,0.7,2.1,.348,5.0,10.1,.495,.499,1.7,2.5,.691,1.9,3.3,1.4,1.2,0.2,1.9,2.0,13.8
198,Thaddeus Young,2011,22,PHI,PF,82,1,26.0,5.6,10.3,.541,0.1,0.3,.273,5.5,10.1,.548,.544,1.5,2.1,.707,1.9,3.4,1.0,1.1,0.3,1.2,2.1,12.7
199,Thaddeus Young,2012,23,PHI,PF,63,1,27.9,5.5,10.9,.507,0.0,0.1,.250,5.5,10.8,.508,.507,1.8,2.3,.771,2.2,3.0,1.2,1.0,0.7,0.9,2.0,12.8
200,Thaddeus Young,2013,24,PHI,PF,76,76,34.6,6.7,12.6,.531,0.0,0.1,.125,6.7,12.5,.535,.532,1.4,2.5,.574,2.4,5.1,1.6,1.8,0.7,1.2,2.5,14.8
201,Thaddeus Young,2014,25,PHI,PF,79,78,34.4,7.4,16.2,.454,1.1,3.7,.308,6.2,12.5,.496,.489,2.1,2.9,.712,2.1,3.9,2.3,2.1,0.5,2.1,2.7,17.9
202,Thaddeus Young,2015,26,TOT,PF,76,68,32.0,5.9,12.7,.466,0.5,1.5,.330,5.4,11.2,.484,.486,1.7,2.6,.655,1.7,3.7,2.3,1.6,0.3,1.5,2.3,14.1
203,Thaddeus Young,2016,27,BRK,PF,73,73,33.0,6.8,13.2,.514,0.1,0.4,.233,6.7,12.8,.523,.518,1.4,2.2,.644,2.4,6.6,1.8,1.5,0.5,1.9,2.5,15.1
204,Thaddeus Young,2017,28,IND,PF,74,74,30.2,4.9,9.3,.527,0.6,1.6,.381,4.3,7.7,.557,.560,0.6,1.2,.523,1.8,4.3,1.6,1.5,0.4,1.3,1.8,11.0
205,Thaddeus Young,2018,29,IND,PF,81,81,32.2,5.2,10.7,.487,0.7,2.2,.320,4.5,8.4,.531,.521,0.7,1.1,.598,2.3,4.0,1.9,1.7,0.4,1.3,2.2,11.8
206,Thaddeus Young,2019,30,IND,PF,41,41,30.3,5.5,10.2,.533,0.4,1.4,.286,5.1,8.9,.571,.552,1.2,2.0,.578,2.2,3.7,1.6,1.6,0.5,1.2,2.4,12.5
207,Cory Joseph,2012,20,SAS,PG,29,1,9.2,0.8,2.4,.314,0.1,0.5,.200,0.7,1.9,.345,.336,0.4,0.6,.647,0.2,0.7,1.2,0.2,0.1,0.4,0.6,2.0
208,Cory Joseph,2013,21,SAS,PG,28,9,13.9,1.8,3.9,.464,0.2,0.8,.286,1.6,3.2,.506,.491,0.6,0.8,.857,0.4,1.4,1.9,0.5,0.1,0.8,0.9,4.5
209,Cory Joseph,2014,22,SAS,SG,68,19,13.8,1.9,3.9,.475,0.2,0.6,.316,1.7,3.3,.502,.498,1.2,1.4,.823,0.5,1.1,1.7,0.5,0.2,0.6,1.2,5.0
210,Cory Joseph,2015,23,SAS,PG,79,14,18.3,2.6,5.2,.504,0.2,0.6,.364,2.4,4.6,.520,.523,1.3,1.8,.734,0.6,1.9,2.4,0.6,0.2,0.8,1.3,6.8
211,Cory Joseph,2016,24,TOR,SG,80,4,25.6,3.2,7.3,.439,0.4,1.4,.273,2.8,5.9,.478,.465,1.7,2.2,.764,0.5,2.1,3.1,0.8,0.3,1.3,1.6,8.5
212,Cory Joseph,2017,25,TOR,PG,80,22,25.0,3.7,8.3,.452,0.6,1.7,.356,3.1,6.6,.477,.489,1.2,1.5,.770,0.6,2.3,3.3,0.8,0.2,1.4,1.8,9.3
213,Cory Joseph,2018,26,IND,PG,82,17,27.0,3.1,7.4,.424,0.8,2.3,.353,2.3,5.0,.457,.479,0.9,1.1,.745,0.5,2.7,3.2,1.0,0.2,1.1,1.7,7.9
214,Cory Joseph,2019,27,IND,PG,41,0,25.8,3.0,6.8,.444,0.9,2.3,.376,2.1,4.5,.478,.507,0.3,0.5,.636,0.4,3.2,3.8,1.2,0.2,1.2,1.7,7.2
215,Domantas Sabonis,2017,20,OKC,PF,81,66,20.1,2.4,5.9,.399,0.6,2.0,.321,1.7,4.0,.438,.452,0.5,0.8,.657,0.6,3.0,1.0,0.5,0.4,1.0,2.5,5.9
216,Domantas Sabonis,2018,21,IND,C,74,19,24.5,4.6,8.9,.514,0.2,0.5,.351,4.4,8.4,.524,.524,2.3,3.0,.750,2.2,5.5,2.0,0.5,0.4,1.9,3.0,11.6
217,Domantas Sabonis,2019,22,IND,C,39,4,25.4,5.9,9.5,.621,0.1,0.2,.714,5.8,9.4,.619,.628,3.1,4.0,.768,2.6,6.9,3.0,0.7,0.5,2.4,3.1,15.0
218,T.J. Leaf,2018,20,IND,PF,53,0,8.7,1.2,2.6,.471,0.3,0.8,.429,0.9,1.8,.489,.537,0.2,0.3,.625,0.5,1.0,0.2,0.1,0.1,0.2,0.8,2.9
219,T.J. Leaf,2019,21,IND,PF,21,0,7.3,1.2,2.5,.472,0.1,0.7,.214,1.0,1.9,.564,.500,0.3,0.5,.545,0.5,1.2,0.3,0.1,0.1,0.3,0.5,2.8
220,Bojan Bogdanovic,2015,25,BRK,SF,78,28,23.8,3.3,7.4,.453,1.2,3.3,.355,2.2,4.1,.531,.532,1.1,1.4,.821,0.6,2.1,0.9,0.4,0.1,1.0,1.3,9.0
221,Bojan Bogdanovic,2016,26,BRK,SF,79,39,26.8,4.1,9.5,.433,1.6,4.3,.382,2.5,5.2,.474,.519,1.4,1.7,.833,0.5,2.8,1.3,0.4,0.1,1.5,1.5,11.2
222,Bojan Bogdanovic,2017,27,TOT,SF,81,54,25.7,4.6,10.4,.445,1.8,4.8,.367,2.9,5.6,.512,.530,2.7,3.0,.893,0.5,3.0,1.4,0.4,0.1,1.6,1.8,13.7
223,Bojan Bogdanovic,2018,28,IND,SF,80,80,30.8,5.1,10.7,.474,1.9,4.8,.402,3.1,5.8,.534,.565,2.2,2.6,.868,0.4,3.0,1.5,0.7,0.1,1.3,1.6,14.3
224,Bojan Bogdanovic,2019,29,IND,SF,41,41,31.8,5.8,11.5,.502,2.0,4.4,.442,3.8,7.1,.540,.587,2.7,3.3,.810,0.6,3.5,1.7,0.9,0.0,1.6,1.5,16.2
225,Darren Collison,2010,22,NOH,PG,76,37,27.8,4.9,10.4,.477,0.6,1.5,.400,4.3,8.9,.490,.506,1.9,2.3,.851,0.5,2.0,5.7,1.0,0.1,2.7,1.2,12.4
226,Darren Collison,2011,23,IND,PG,79,79,29.9,5.0,11.0,.457,0.5,1.6,.331,4.5,9.4,.479,.481,2.6,2.9,.871,0.5,2.3,5.1,1.1,0.2,2.5,1.4,13.2
227,Darren Collison,2012,24,IND,PG,60,56,31.3,3.8,8.7,.440,0.6,1.6,.362,3.3,7.2,.457,.472,2.1,2.6,.830,0.5,2.6,4.8,0.8,0.2,1.9,1.7,10.4
228,Darren Collison,2013,25,DAL,PG,81,47,29.3,4.2,8.9,.471,0.6,1.7,.353,3.6,7.3,.498,.504,3.0,3.4,.880,0.4,2.3,5.1,1.2,0.1,2.1,1.7,12.0
229,Darren Collison,2014,26,LAC,PG,80,35,25.9,4.1,8.7,.467,0.9,2.4,.376,3.2,6.3,.501,.518,2.4,2.8,.857,0.6,1.8,3.7,1.2,0.2,1.7,1.9,11.4
230,Darren Collison,2015,27,SAC,PG,45,45,34.8,5.8,12.2,.473,1.3,3.6,.373,4.4,8.6,.514,.527,3.2,4.1,.788,0.4,2.8,5.6,1.5,0.3,2.5,2.1,16.1
231,Darren Collison,2016,28,SAC,PG,74,15,30.0,5.1,10.5,.486,1.2,2.9,.401,3.9,7.6,.519,.542,2.6,3.1,.858,0.4,1.9,4.3,1.0,0.1,1.8,1.9,14.0
232,Darren Collison,2017,29,SAC,PG,68,64,30.3,5.0,10.5,.476,1.1,2.6,.417,3.9,7.9,.495,.527,2.2,2.5,.860,0.3,1.9,4.6,1.0,0.1,1.7,1.8,13.2
233,Darren Collison,2018,30,IND,PG,69,64,29.2,4.6,9.2,.495,1.4,3.0,.468,3.2,6.3,.508,.571,1.8,2.1,.882,0.5,2.0,5.3,1.3,0.2,1.2,1.8,12.4
234,Darren Collison,2019,31,IND,PG,41,41,27.5,3.4,7.5,.455,0.9,2.4,.388,2.5,5.1,.486,.516,1.4,1.8,.781,0.4,2.3,5.5,1.5,0.1,1.4,1.9,9.1
235,Ike Anigbogu,2018,19,IND,C,11,0,2.7,0.4,0.8,.444,0.0,0.0,,0.4,0.8,.444,.444,0.5,0.5,.833,0.5,0.4,0.0,0.1,0.3,0.2,0.1,1.2
236,Ike Anigbogu,2019,20,IND,C,3,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.3,0.7,0.3,0.0,0.3,0.3,0.0,0.0
237,Aaron Holiday,2019,22,IND,PG,23,0,11.7,2.0,5.0,.412,0.6,2.4,.250,1.4,2.5,.569,.474,1.0,1.1,.885,0.1,1.6,1.5,0.5,0.3,0.7,1.3,5.7
238,Tyreke Evans,2010,20,SAC,SG,72,72,37.2,7.4,16.2,.458,0.5,2.0,.255,6.9,14.2,.485,.473,4.8,6.5,.748,0.9,4.4,5.8,1.5,0.4,3.0,2.8,20.1
239,Tyreke Evans,2011,21,SAC,SG,57,53,37.0,6.7,16.4,.409,0.8,2.6,.291,5.9,13.8,.432,.432,3.6,4.7,.771,0.8,4.0,5.6,1.5,0.5,3.2,2.5,17.8
240,Tyreke Evans,2012,22,SAC,SG,63,61,34.3,6.5,14.3,.453,0.3,1.6,.202,6.2,12.7,.484,.464,3.2,4.1,.779,1.0,3.6,4.5,1.3,0.5,2.7,2.2,16.5
241,Tyreke Evans,2013,23,SAC,SG,65,61,31.0,5.6,11.8,.478,0.7,2.0,.338,4.9,9.7,.508,.508,3.2,4.2,.775,0.9,3.6,3.5,1.4,0.4,2.0,2.0,15.2
242,Tyreke Evans,2014,24,NOP,SF,72,22,28.2,5.4,12.5,.436,0.3,1.3,.221,5.1,11.1,.461,.448,3.3,4.3,.771,1.1,3.7,5.0,1.2,0.3,2.4,2.2,14.5
243,Tyreke Evans,2015,25,NOP,SG,79,76,34.1,6.6,14.7,.447,0.9,2.9,.304,5.7,11.9,.482,.477,2.6,3.7,.694,1.0,4.2,6.6,1.3,0.5,3.1,2.5,16.6
244,Tyreke Evans,2016,26,NOP,SG,25,25,30.6,5.4,12.6,.433,1.3,3.4,.388,4.1,9.2,.450,.486,3.0,3.7,.796,0.8,4.4,6.6,1.3,0.3,2.9,2.6,15.2
245,Tyreke Evans,2017,27,TOT,SF,40,6,19.7,3.8,9.3,.405,1.1,3.0,.356,2.7,6.3,.429,.462,1.7,2.3,.750,0.3,3.1,3.1,0.9,0.2,1.5,1.5,10.3
246,Tyreke Evans,2018,28,MEM,PG,52,32,30.9,7.0,15.6,.452,2.2,5.5,.399,4.8,10.1,.482,.523,3.2,4.0,.785,0.8,4.3,5.2,1.1,0.3,2.3,1.8,19.4
247,Tyreke Evans,2019,29,IND,SG,37,11,20.7,3.7,9.8,.375,1.2,3.5,.344,2.5,6.3,.392,.437,1.7,2.3,.741,0.6,2.2,2.4,1.1,0.3,1.9,1.7,10.3
248,Doug McDermott,2015,23,CHI,SF,36,0,8.9,1.2,3.0,.402,0.4,1.1,.317,0.8,1.8,.455,.463,0.3,0.4,.667,0.2,1.0,0.2,0.1,0.0,0.5,0.8,3.0
249,Doug McDermott,2016,24,CHI,SF,81,4,23.0,3.6,8.0,.452,1.4,3.2,.425,2.2,4.8,.470,.537,0.9,1.0,.857,0.5,2.0,0.7,0.2,0.1,0.7,1.6,9.4
